einzelplan;einzelplan-text;einahmen-ausgaben;einahmen-ausgaben-text;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll ;titelgruppe;tgr-text
"01";"Bundespräsident und Bundespräsidialamt";"e";"Übrige Einnahmen";"01";"Bundespräsident";"23201";"187";"Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen";"nein";"6";0;
"01";"Bundespräsident und Bundespräsidialamt";"e";"Übrige Einnahmen";"01";"Bundespräsident";"38103";"890";"Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7";"nein";"6";0;
"01";"Bundespräsident und Bundespräsidialamt";"a";"Sächliche Verwaltungsausgaben";"01";"Bundespräsident";"52901";"011";"Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen";"nein";"6";1000;
"01";"Bundespräsident und Bundespräsidialamt";"a";"Zuweisungen und Zuschüsse (ohne Investitionen)";"01";"Bundespräsident";"68101";"011";"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.";"nein";"6";1348;
"01";"Bundespräsident und Bundespräsidialamt";"a";"Zuweisungen und Zuschüsse (ohne Investitionen)";"01";"Bundespräsident";"68401";"187";"Deutsche Künstlerhilfe";"nein";"7";2300;
"01";"Bundespräsident und Bundespräsidialamt";"a";"Besondere Finanzierungsausgaben";"01";"Bundespräsident";"98103";"890";"Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7";"nein";"7";0;
"01";"Bundespräsident und Bundespräsidialamt";"a";"";"01";"Bundespräsident";"42101";"011";"Bezüge des Bundespräsidenten";"ja";"7";260;
"01";"Bundespräsident und Bundespräsidialamt";"a";"";"01";"Bundespräsident";"42102";"011";"Aufwandsgeld";"ja";"7";78;
"01";"Bundespräsident und Bundespräsidialamt";"a";"";"01";"Bundespräsident";"45301";"011";"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen";"ja";"7";0;
"01";"Bundespräsident und Bundespräsidialamt";"a";"";"01";"Bundespräsident";"54501";"011";"Konferenzen, Tagungen, Messen und Ausstellungen";"ja";"8";0;
